zip,countyname,stcountyfp
36003,Autauga ,1001
36006,Autauga ,1001
36008,Autauga ,1001
36022,Autauga ,1001
36051,Autauga ,1001
36066,Autauga ,1001
36067,Autauga ,1001
36091,Autauga ,1001
36703,Autauga ,1001
36749,Autauga ,1001
36758,Autauga ,1001
36502,Baldwin ,1003
36507,Baldwin ,1003
36511,Baldwin ,1003
36526,Baldwin ,1003
36527,Baldwin ,1003
36530,Baldwin ,1003
36532,Baldwin ,1003
36535,Baldwin ,1003
36542,Baldwin ,1003
36549,Baldwin ,1003
36550,Baldwin ,1003
36551,Baldwin ,1003
36555,Baldwin ,1003
36559,Baldwin ,1003
36561,Baldwin ,1003
36562,Baldwin ,1003
36564,Baldwin ,1003
36567,Baldwin ,1003
36574,Baldwin ,1003
36576,Baldwin ,1003
36578,Baldwin ,1003
36579,Baldwin ,1003
36580,Baldwin ,1003
36016,Barbour ,1005
36017,Barbour ,1005
36027,Barbour ,1005
36048,Barbour ,1005
36053,Barbour ,1005
36311,Barbour ,1005
36317,Barbour ,1005
36374,Barbour ,1005
35034,Bibb ,1007
35035,Bibb ,1007
35042,Bibb ,1007
35074,Bibb ,1007
35111,Bibb ,1007
35115,Bibb ,1007
35184,Bibb ,1007
35188,Bibb ,1007
35456,Bibb ,1007
36750,Bibb ,1007
36792,Bibb ,1007
36793,Bibb ,1007
35013,Blount ,1009
35016,Blount ,1009
35031,Blount ,1009
35049,Blount ,1009
35063,Blount ,1009
35079,Blount ,1009
35097,Blount ,1009
35121,Blount ,1009
35126,Blount ,1009
35133,Blount ,1009
35146,Blount ,1009
35172,Blount ,1009
35180,Blount ,1009
35952,Blount ,1009
35957,Blount ,1009
35976,Blount ,1009
35980,Blount ,1009
36005,Bullock ,1011
36029,Bullock ,1011
36031,Bullock ,1011
36052,Bullock ,1011
36053,Bullock ,1011
36089,Bullock ,1011
36015,Butler ,1013
36030,Butler ,1013
36032,Butler ,1013
36033,Butler ,1013
36037,Butler ,1013
36042,Butler ,1013
36071,Butler ,1013
36456,Butler ,1013
35096,Calhoun ,1015
35905,Calhoun ,1015
36201,Calhoun ,1015
36203,Calhoun ,1015
36204,Calhoun ,1015
36205,Calhoun ,1015
36206,Calhoun ,1015
36207,Calhoun ,1015
36250,Calhoun ,1015
36253,Calhoun ,1015
36254,Calhoun ,1015
36257,Calhoun ,1015
36260,Calhoun ,1015
36265,Calhoun ,1015
36271,Calhoun ,1015
36272,Calhoun ,1015
36277,Calhoun ,1015
36279,Calhoun ,1015
36274,Chambers ,1017
36276,Chambers ,1017
36801,Chambers ,1017
36850,Chambers ,1017
36852,Chambers ,1017
36854,Chambers ,1017
36855,Chambers ,1017
36862,Chambers ,1017
36863,Chambers ,1017
36879,Chambers ,1017
35901,Cherokee ,1019
35903,Cherokee ,1019
35959,Cherokee ,1019
35960,Cherokee ,1019
35961,Cherokee ,1019
35967,Cherokee ,1019
35973,Cherokee ,1019
35983,Cherokee ,1019
35984,Cherokee ,1019
36272,Cherokee ,1019
36275,Cherokee ,1019
35040,Chilton ,1021
35045,Chilton ,1021
35046,Chilton ,1021
35085,Chilton ,1021
35115,Chilton ,1021
35171,Chilton ,1021
36006,Chilton ,1021
36051,Chilton ,1021
36091,Chilton ,1021
36750,Chilton ,1021
36758,Chilton ,1021
36790,Chilton ,1021
36792,Chilton ,1021
36793,Chilton ,1021
36904,Choctaw ,1023
36908,Choctaw ,1023
36910,Choctaw ,1023
36912,Choctaw ,1023
36913,Choctaw ,1023
36915,Choctaw ,1023
36916,Choctaw ,1023
36919,Choctaw ,1023
36921,Choctaw ,1023
36922,Choctaw ,1023
36436,Clarke ,1025
36446,Clarke ,1025
36451,Clarke ,1025
36482,Clarke ,1025
36524,Clarke ,1025
36540,Clarke ,1025
36545,Clarke ,1025
36727,Clarke ,1025
36784,Clarke ,1025
35072,Clay ,1027
35082,Clay ,1027
35160,Clay ,1027
36251,Clay ,1027
36255,Clay ,1027
36256,Clay ,1027
36258,Clay ,1027
36266,Clay ,1027
36267,Clay ,1027
36268,Clay ,1027
36276,Clay ,1027
36258,Cleburne ,1029
36261,Cleburne ,1029
36262,Cleburne ,1029
36264,Cleburne ,1029
36268,Cleburne ,1029
36269,Cleburne ,1029
36272,Cleburne ,1029
36273,Cleburne ,1029
36009,Coffee ,1031
36010,Coffee ,1031
36034,Coffee ,1031
36079,Coffee ,1031
36311,Coffee ,1031
36316,Coffee ,1031
36318,Coffee ,1031
36323,Coffee ,1031
36330,Coffee ,1031
36346,Coffee ,1031
36351,Coffee ,1031
36453,Coffee ,1031
36467,Coffee ,1031
36477,Coffee ,1031
35582,Colbert ,1033
35616,Colbert ,1033
35646,Colbert ,1033
35653,Colbert ,1033
35654,Colbert ,1033
35660,Colbert ,1033
35661,Colbert ,1033
35672,Colbert ,1033
35674,Colbert ,1033
36033,Conecuh ,1035
36401,Conecuh ,1035
36426,Conecuh ,1035
36429,Conecuh ,1035
36432,Conecuh ,1035
36454,Conecuh ,1035
36460,Conecuh ,1035
36471,Conecuh ,1035
36473,Conecuh ,1035
36475,Conecuh ,1035
36502,Conecuh ,1035
35010,Coosa ,1037
35046,Coosa ,1037
35072,Coosa ,1037
35089,Coosa ,1037
35136,Coosa ,1037
35150,Coosa ,1037
35151,Coosa ,1037
35183,Coosa ,1037
36026,Coosa ,1037
36080,Coosa ,1037
36028,Covington ,1039
36038,Covington ,1039
36420,Covington ,1039
36421,Covington ,1039
36442,Covington ,1039
36453,Covington ,1039
36455,Covington ,1039
36467,Covington ,1039
36474,Covington ,1039
36476,Covington ,1039
36477,Covington ,1039
36483,Covington ,1039
36009,Crenshaw ,1041
36028,Crenshaw ,1041
36034,Crenshaw ,1041
36035,Crenshaw ,1041
36036,Crenshaw ,1041
36037,Crenshaw ,1041
36041,Crenshaw ,1041
36042,Crenshaw ,1041
36046,Crenshaw ,1041
36049,Crenshaw ,1041
36071,Crenshaw ,1041
36323,Crenshaw ,1041
36467,Crenshaw ,1041
35016,Cullman ,1043
35019,Cullman ,1043
35033,Cullman ,1043
35053,Cullman ,1043
35055,Cullman ,1043
35057,Cullman ,1043
35058,Cullman ,1043
35070,Cullman ,1043
35077,Cullman ,1043
35083,Cullman ,1043
35087,Cullman ,1043
35098,Cullman ,1043
35179,Cullman ,1043
35540,Cullman ,1043
35541,Cullman ,1043
35619,Cullman ,1043
35621,Cullman ,1043
35622,Cullman ,1043
35976,Cullman ,1043
36303,Dale ,1045
36311,Dale ,1045
36317,Dale ,1045
36322,Dale ,1045
36330,Dale ,1045
36345,Dale ,1045
36350,Dale ,1045
36352,Dale ,1045
36353,Dale ,1045
36360,Dale ,1045
36362,Dale ,1045
36371,Dale ,1045
36374,Dale ,1045
36701,Dallas ,1047
36703,Dallas ,1047
36749,Dallas ,1047
36758,Dallas ,1047
36759,Dallas ,1047
36761,Dallas ,1047
36767,Dallas ,1047
36773,Dallas ,1047
36775,Dallas ,1047
36785,Dallas ,1047
35765,DeKalb ,1049
35771,DeKalb ,1049
35951,DeKalb ,1049
35954,DeKalb ,1049
35956,DeKalb ,1049
35957,DeKalb ,1049
35959,DeKalb ,1049
35961,DeKalb ,1049
35962,DeKalb ,1049
35963,DeKalb ,1049
35966,DeKalb ,1049
35967,DeKalb ,1049
35968,DeKalb ,1049
35971,DeKalb ,1049
35974,DeKalb ,1049
35975,DeKalb ,1049
35978,DeKalb ,1049
35979,DeKalb ,1049
35981,DeKalb ,1049
35983,DeKalb ,1049
35984,DeKalb ,1049
35986,DeKalb ,1049
35988,DeKalb ,1049
35989,DeKalb ,1049
35010,Elmore ,1051
36020,Elmore ,1051
36022,Elmore ,1051
36024,Elmore ,1051
36025,Elmore ,1051
36026,Elmore ,1051
36051,Elmore ,1051
36054,Elmore ,1051
36066,Elmore ,1051
36078,Elmore ,1051
36080,Elmore ,1051
36092,Elmore ,1051
36093,Elmore ,1051
36420,Escambia ,1053
36426,Escambia ,1053
36432,Escambia ,1053
36441,Escambia ,1053
36483,Escambia ,1053
36502,Escambia ,1053
36503,Escambia ,1053
36543,Escambia ,1053
36562,Escambia ,1053
35121,Etowah ,1055
35901,Etowah ,1055
35903,Etowah ,1055
35904,Etowah ,1055
35905,Etowah ,1055
35906,Etowah ,1055
35907,Etowah ,1055
35952,Etowah ,1055
35954,Etowah ,1055
35956,Etowah ,1055
35957,Etowah ,1055
35961,Etowah ,1055
35972,Etowah ,1055
35990,Etowah ,1055
36271,Etowah ,1055
36272,Etowah ,1055
35542,Fayette ,1057
35545,Fayette ,1057
35546,Fayette ,1057
35549,Fayette ,1057
35554,Fayette ,1057
35555,Fayette ,1057
35559,Fayette ,1057
35563,Fayette ,1057
35574,Fayette ,1057
35594,Fayette ,1057
35564,Franklin ,1059
35565,Franklin ,1059
35571,Franklin ,1059
35581,Franklin ,1059
35582,Franklin ,1059
35585,Franklin ,1059
35593,Franklin ,1059
35653,Franklin ,1059
35654,Franklin ,1059
36301,Geneva ,1061
36305,Geneva ,1061
36313,Geneva ,1061
36314,Geneva ,1061
36316,Geneva ,1061
36318,Geneva ,1061
36322,Geneva ,1061
36340,Geneva ,1061
36344,Geneva ,1061
36349,Geneva ,1061
36352,Geneva ,1061
36375,Geneva ,1061
36453,Geneva ,1061
36477,Geneva ,1061
35443,Greene ,1063
35448,Greene ,1063
35462,Greene ,1063
35469,Greene ,1063
35480,Greene ,1063
35491,Greene ,1063
36740,Greene ,1063
35441,Hale ,1065
35474,Hale ,1065
36738,Hale ,1065
36742,Hale ,1065
36744,Hale ,1065
36765,Hale ,1065
36776,Hale ,1065
36303,Henry ,1067
36310,Henry ,1067
36317,Henry ,1067
36319,Henry ,1067
36345,Henry ,1067
36350,Henry ,1067
36353,Henry ,1067
36373,Henry ,1067
36301,Houston ,1069
36302,Houston ,1069
36303,Houston ,1069
36305,Houston ,1069
36312,Houston ,1069
36319,Houston ,1069
36320,Houston ,1069
36321,Houston ,1069
36343,Houston ,1069
36345,Houston ,1069
36350,Houston ,1069
36352,Houston ,1069
36370,Houston ,1069
36375,Houston ,1069
36376,Houston ,1069
35740,Jackson ,1071
35744,Jackson ,1071
35745,Jackson ,1071
35746,Jackson ,1071
35748,Jackson ,1071
35751,Jackson ,1071
35752,Jackson ,1071
35755,Jackson ,1071
35764,Jackson ,1071
35765,Jackson ,1071
35766,Jackson ,1071
35768,Jackson ,1071
35769,Jackson ,1071
35771,Jackson ,1071
35772,Jackson ,1071
35774,Jackson ,1071
35776,Jackson ,1071
35958,Jackson ,1071
35966,Jackson ,1071
35978,Jackson ,1071
35979,Jackson ,1071
35005,Jefferson ,1073
35006,Jefferson ,1073
35015,Jefferson ,1073
35020,Jefferson ,1073
35022,Jefferson ,1073
35023,Jefferson ,1073
35036,Jefferson ,1073
35041,Jefferson ,1073
35048,Jefferson ,1073
35060,Jefferson ,1073
35061,Jefferson ,1073
35062,Jefferson ,1073
35063,Jefferson ,1073
35064,Jefferson ,1073
35068,Jefferson ,1073
35071,Jefferson ,1073
35073,Jefferson ,1073
35079,Jefferson ,1073
35091,Jefferson ,1073
35094,Jefferson ,1073
35111,Jefferson ,1073
35116,Jefferson ,1073
35117,Jefferson ,1073
35118,Jefferson ,1073
35119,Jefferson ,1073
35123,Jefferson ,1073
35126,Jefferson ,1073
35127,Jefferson ,1073
35130,Jefferson ,1073
35133,Jefferson ,1073
35139,Jefferson ,1073
35142,Jefferson ,1073
35146,Jefferson ,1073
35148,Jefferson ,1073
35172,Jefferson ,1073
35173,Jefferson ,1073
35180,Jefferson ,1073
35181,Jefferson ,1073
35203,Jefferson ,1073
35204,Jefferson ,1073
35205,Jefferson ,1073
35206,Jefferson ,1073
35207,Jefferson ,1073
35208,Jefferson ,1073
35209,Jefferson ,1073
35210,Jefferson ,1073
35211,Jefferson ,1073
35212,Jefferson ,1073
35213,Jefferson ,1073
35214,Jefferson ,1073
35215,Jefferson ,1073
35216,Jefferson ,1073
35217,Jefferson ,1073
35218,Jefferson ,1073
35219,Jefferson ,1073
35221,Jefferson ,1073
35222,Jefferson ,1073
35223,Jefferson ,1073
35224,Jefferson ,1073
35226,Jefferson ,1073
35228,Jefferson ,1073
35229,Jefferson ,1073
35233,Jefferson ,1073
35234,Jefferson ,1073
35235,Jefferson ,1073
35242,Jefferson ,1073
35243,Jefferson ,1073
35244,Jefferson ,1073
35249,Jefferson ,1073
35254,Jefferson ,1073
35260,Jefferson ,1073
35285,Jefferson ,1073
35293,Jefferson ,1073
35294,Jefferson ,1073
35295,Jefferson ,1073
35444,Jefferson ,1073
35544,Lamar ,1075
35552,Lamar ,1075
35555,Lamar ,1075
35563,Lamar ,1075
35570,Lamar ,1075
35574,Lamar ,1075
35576,Lamar ,1075
35586,Lamar ,1075
35592,Lamar ,1075
35610,Lauderdale ,1077
35614,Lauderdale ,1077
35617,Lauderdale ,1077
35630,Lauderdale ,1077
35632,Lauderdale ,1077
35633,Lauderdale ,1077
35634,Lauderdale ,1077
35645,Lauderdale ,1077
35648,Lauderdale ,1077
35652,Lauderdale ,1077
35677,Lauderdale ,1077
35603,Lawrence ,1079
35618,Lawrence ,1079
35619,Lawrence ,1079
35643,Lawrence ,1079
35650,Lawrence ,1079
35651,Lawrence ,1079
35654,Lawrence ,1079
35672,Lawrence ,1079
35673,Lawrence ,1079
36801,Lee ,1081
36804,Lee ,1081
36830,Lee ,1081
36832,Lee ,1081
36849,Lee ,1081
36850,Lee ,1081
36852,Lee ,1081
36854,Lee ,1081
36862,Lee ,1081
36865,Lee ,1081
36866,Lee ,1081
36867,Lee ,1081
36870,Lee ,1081
36874,Lee ,1081
36877,Lee ,1081
36879,Lee ,1081
35610,Limestone ,1083
35611,Limestone ,1083
35613,Limestone ,1083
35614,Limestone ,1083
35615,Limestone ,1083
35620,Limestone ,1083
35647,Limestone ,1083
35649,Limestone ,1083
35652,Limestone ,1083
35671,Limestone ,1083
35739,Limestone ,1083
35742,Limestone ,1083
35749,Limestone ,1083
35756,Limestone ,1083
35757,Limestone ,1083
35758,Limestone ,1083
35773,Limestone ,1083
36032,Lowndes ,1085
36040,Lowndes ,1085
36043,Lowndes ,1085
36047,Lowndes ,1085
36701,Lowndes ,1085
36752,Lowndes ,1085
36761,Lowndes ,1085
36775,Lowndes ,1085
36785,Lowndes ,1085
36013,Macon ,1087
36029,Macon ,1087
36039,Macon ,1087
36075,Macon ,1087
36078,Macon ,1087
36083,Macon ,1087
36087,Macon ,1087
36088,Macon ,1087
36089,Macon ,1087
36804,Macon ,1087
36830,Macon ,1087
36832,Macon ,1087
36860,Macon ,1087
36866,Macon ,1087
35739,Madison ,1089
35741,Madison ,1089
35748,Madison ,1089
35749,Madison ,1089
35750,Madison ,1089
35756,Madison ,1089
35757,Madison ,1089
35758,Madison ,1089
35759,Madison ,1089
35760,Madison ,1089
35761,Madison ,1089
35762,Madison ,1089
35763,Madison ,1089
35767,Madison ,1089
35773,Madison ,1089
35776,Madison ,1089
35801,Madison ,1089
35802,Madison ,1089
35803,Madison ,1089
35805,Madison ,1089
35806,Madison ,1089
35808,Madison ,1089
35809,Madison ,1089
35810,Madison ,1089
35811,Madison ,1089
35812,Madison ,1089
35813,Madison ,1089
35816,Madison ,1089
35824,Madison ,1089
35893,Madison ,1089
35894,Madison ,1089
35895,Madison ,1089
35896,Madison ,1089
35897,Madison ,1089
35898,Madison ,1089
35899,Madison ,1089
36728,Marengo ,1091
36732,Marengo ,1091
36736,Marengo ,1091
36738,Marengo ,1091
36742,Marengo ,1091
36745,Marengo ,1091
36748,Marengo ,1091
36754,Marengo ,1091
36763,Marengo ,1091
36764,Marengo ,1091
36769,Marengo ,1091
36773,Marengo ,1091
36782,Marengo ,1091
36783,Marengo ,1091
36784,Marengo ,1091
36786,Marengo ,1091
35543,Marion ,1093
35548,Marion ,1093
35552,Marion ,1093
35554,Marion ,1093
35563,Marion ,1093
35564,Marion ,1093
35565,Marion ,1093
35570,Marion ,1093
35571,Marion ,1093
35581,Marion ,1093
35593,Marion ,1093
35594,Marion ,1093
35016,Marshall ,1095
35087,Marshall ,1095
35175,Marshall ,1095
35747,Marshall ,1095
35754,Marshall ,1095
35755,Marshall ,1095
35760,Marshall ,1095
35769,Marshall ,1095
35776,Marshall ,1095
35950,Marshall ,1095
35951,Marshall ,1095
35952,Marshall ,1095
35956,Marshall ,1095
35957,Marshall ,1095
35962,Marshall ,1095
35964,Marshall ,1095
35975,Marshall ,1095
35976,Marshall ,1095
35980,Marshall ,1095
36505,Mobile ,1097
36509,Mobile ,1097
36512,Mobile ,1097
36521,Mobile ,1097
36522,Mobile ,1097
36523,Mobile ,1097
36525,Mobile ,1097
36528,Mobile ,1097
36541,Mobile ,1097
36544,Mobile ,1097
36560,Mobile ,1097
36568,Mobile ,1097
36571,Mobile ,1097
36572,Mobile ,1097
36575,Mobile ,1097
36582,Mobile ,1097
36587,Mobile ,1097
36601,Mobile ,1097
36602,Mobile ,1097
36603,Mobile ,1097
36604,Mobile ,1097
36605,Mobile ,1097
36606,Mobile ,1097
36607,Mobile ,1097
36608,Mobile ,1097
36609,Mobile ,1097
36610,Mobile ,1097
36611,Mobile ,1097
36612,Mobile ,1097
36613,Mobile ,1097
36615,Mobile ,1097
36617,Mobile ,1097
36618,Mobile ,1097
36619,Mobile ,1097
36644,Mobile ,1097
36675,Mobile ,1097
36688,Mobile ,1097
36693,Mobile ,1097
36695,Mobile ,1097
36425,Monroe ,1099
36439,Monroe ,1099
36444,Monroe ,1099
36445,Monroe ,1099
36457,Monroe ,1099
36458,Monroe ,1099
36460,Monroe ,1099
36462,Monroe ,1099
36470,Monroe ,1099
36471,Monroe ,1099
36475,Monroe ,1099
36480,Monroe ,1099
36481,Monroe ,1099
36482,Monroe ,1099
36502,Monroe ,1099
36013,Montgomery ,1101
36029,Montgomery ,1101
36036,Montgomery ,1101
36043,Montgomery ,1101
36046,Montgomery ,1101
36047,Montgomery ,1101
36052,Montgomery ,1101
36054,Montgomery ,1101
36057,Montgomery ,1101
36064,Montgomery ,1101
36065,Montgomery ,1101
36069,Montgomery ,1101
36104,Montgomery ,1101
36105,Montgomery ,1101
36106,Montgomery ,1101
36107,Montgomery ,1101
36108,Montgomery ,1101
36109,Montgomery ,1101
36110,Montgomery ,1101
36111,Montgomery ,1101
36112,Montgomery ,1101
36113,Montgomery ,1101
36114,Montgomery ,1101
36115,Montgomery ,1101
36116,Montgomery ,1101
36117,Montgomery ,1101
36118,Montgomery ,1101
36119,Montgomery ,1101
36121,Montgomery ,1101
36123,Montgomery ,1101
36130,Montgomery ,1101
36131,Montgomery ,1101
36177,Montgomery ,1101
35016,Morgan ,1103
35019,Morgan ,1103
35087,Morgan ,1103
35175,Morgan ,1103
35179,Morgan ,1103
35601,Morgan ,1103
35603,Morgan ,1103
35619,Morgan ,1103
35621,Morgan ,1103
35622,Morgan ,1103
35640,Morgan ,1103
35670,Morgan ,1103
35673,Morgan ,1103
35754,Morgan ,1103
35775,Morgan ,1103
36728,Perry ,1105
36756,Perry ,1105
36759,Perry ,1105
36765,Perry ,1105
36786,Perry ,1105
35442,Pickens ,1107
35447,Pickens ,1107
35461,Pickens ,1107
35466,Pickens ,1107
35471,Pickens ,1107
35481,Pickens ,1107
35555,Pickens ,1107
35574,Pickens ,1107
35576,Pickens ,1107
36005,Pike ,1109
36010,Pike ,1109
36035,Pike ,1109
36079,Pike ,1109
36081,Pike ,1109
36082,Pike ,1109
36089,Pike ,1109
36258,Randolph ,1111
36263,Randolph ,1111
36264,Randolph ,1111
36266,Randolph ,1111
36274,Randolph ,1111
36276,Randolph ,1111
36278,Randolph ,1111
36280,Randolph ,1111
36027,Russell ,1113
36804,Russell ,1113
36851,Russell ,1113
36856,Russell ,1113
36858,Russell ,1113
36860,Russell ,1113
36867,Russell ,1113
36869,Russell ,1113
36870,Russell ,1113
36871,Russell ,1113
36874,Russell ,1113
36875,Russell ,1113
36877,Russell ,1113
35004,St. Clair ,1115
35052,St. Clair ,1115
35054,St. Clair ,1115
35094,St. Clair ,1115
35112,St. Clair ,1115
35120,St. Clair ,1115
35121,St. Clair ,1115
35125,St. Clair ,1115
35128,St. Clair ,1115
35131,St. Clair ,1115
35133,St. Clair ,1115
35135,St. Clair ,1115
35146,St. Clair ,1115
35173,St. Clair ,1115
35178,St. Clair ,1115
35182,St. Clair ,1115
35906,St. Clair ,1115
35953,St. Clair ,1115
35972,St. Clair ,1115
35987,St. Clair ,1115
35007,Shelby ,1117
35022,Shelby ,1117
35035,Shelby ,1117
35040,Shelby ,1117
35043,Shelby ,1117
35051,Shelby ,1117
35078,Shelby ,1117
35080,Shelby ,1117
35094,Shelby ,1117
35114,Shelby ,1117
35115,Shelby ,1117
35124,Shelby ,1117
35128,Shelby ,1117
35137,Shelby ,1117
35143,Shelby ,1117
35147,Shelby ,1117
35176,Shelby ,1117
35178,Shelby ,1117
35185,Shelby ,1117
35186,Shelby ,1117
35187,Shelby ,1117
35216,Shelby ,1117
35242,Shelby ,1117
35243,Shelby ,1117
35244,Shelby ,1117
35442,Sumter ,1119
35459,Sumter ,1119
35460,Sumter ,1119
35464,Sumter ,1119
35470,Sumter ,1119
35477,Sumter ,1119
36901,Sumter ,1119
36907,Sumter ,1119
36922,Sumter ,1119
36925,Sumter ,1119
35014,Talladega ,1121
35032,Talladega ,1121
35044,Talladega ,1121
35072,Talladega ,1121
35096,Talladega ,1121
35149,Talladega ,1121
35150,Talladega ,1121
35151,Talladega ,1121
35160,Talladega ,1121
36203,Talladega ,1121
36260,Talladega ,1121
36268,Talladega ,1121
35010,Tallapoosa ,1123
35072,Tallapoosa ,1123
35089,Tallapoosa ,1123
36078,Tallapoosa ,1123
36255,Tallapoosa ,1123
36256,Tallapoosa ,1123
36276,Tallapoosa ,1123
36850,Tallapoosa ,1123
36853,Tallapoosa ,1123
36861,Tallapoosa ,1123
36866,Tallapoosa ,1123
36879,Tallapoosa ,1123
35006,Tuscaloosa ,1125
35111,Tuscaloosa ,1125
35184,Tuscaloosa ,1125
35188,Tuscaloosa ,1125
35401,Tuscaloosa ,1125
35404,Tuscaloosa ,1125
35405,Tuscaloosa ,1125
35406,Tuscaloosa ,1125
35440,Tuscaloosa ,1125
35444,Tuscaloosa ,1125
35446,Tuscaloosa ,1125
35449,Tuscaloosa ,1125
35452,Tuscaloosa ,1125
35453,Tuscaloosa ,1125
35456,Tuscaloosa ,1125
35457,Tuscaloosa ,1125
35458,Tuscaloosa ,1125
35463,Tuscaloosa ,1125
35466,Tuscaloosa ,1125
35468,Tuscaloosa ,1125
35469,Tuscaloosa ,1125
35473,Tuscaloosa ,1125
35474,Tuscaloosa ,1125
35475,Tuscaloosa ,1125
35476,Tuscaloosa ,1125
35478,Tuscaloosa ,1125
35480,Tuscaloosa ,1125
35482,Tuscaloosa ,1125
35486,Tuscaloosa ,1125
35490,Tuscaloosa ,1125
35546,Tuscaloosa ,1125
35555,Tuscaloosa ,1125
35579,Tuscaloosa ,1125
35006,Walker ,1127
35033,Walker ,1127
35038,Walker ,1127
35062,Walker ,1127
35063,Walker ,1127
35130,Walker ,1127
35148,Walker ,1127
35501,Walker ,1127
35503,Walker ,1127
35504,Walker ,1127
35546,Walker ,1127
35549,Walker ,1127
35550,Walker ,1127
35554,Walker ,1127
35560,Walker ,1127
35573,Walker ,1127
35578,Walker ,1127
35579,Walker ,1127
35580,Walker ,1127
35584,Walker ,1127
35587,Walker ,1127
36513,Washington ,1129
36518,Washington ,1129
36529,Washington ,1129
36538,Washington ,1129
36539,Washington ,1129
36548,Washington ,1129
36553,Washington ,1129
36556,Washington ,1129
36558,Washington ,1129
36569,Washington ,1129
36581,Washington ,1129
36583,Washington ,1129
36584,Washington ,1129
36585,Washington ,1129
36435,Wilcox ,1131
36720,Wilcox ,1131
36722,Wilcox ,1131
36723,Wilcox ,1131
36726,Wilcox ,1131
36728,Wilcox ,1131
36741,Wilcox ,1131
36751,Wilcox ,1131
36753,Wilcox ,1131
36761,Wilcox ,1131
36766,Wilcox ,1131
36768,Wilcox ,1131
36769,Wilcox ,1131
36783,Wilcox ,1131
36784,Wilcox ,1131
35053,Winston ,1133
35098,Winston ,1133
35179,Winston ,1133
35503,Winston ,1133
35540,Winston ,1133
35541,Winston ,1133
35551,Winston ,1133
35553,Winston ,1133
35554,Winston ,1133
35565,Winston ,1133
35572,Winston ,1133
35575,Winston ,1133
35577,Winston ,1133
35578,Winston ,1133
99553,Aleutians East Borough,2013
99571,Aleutians East Borough,2013
99583,Aleutians East Borough,2013
99612,Aleutians East Borough,2013
99661,Aleutians East Borough,2013
99546,Aleutians West Census Are,2016
99547,Aleutians West Census Are,2016
99591,Aleutians West Census Are,2016
99638,Aleutians West Census Are,2016
99660,Aleutians West Census Are,2016
99685,Aleutians West Census Are,2016
99692,Aleutians West Census Are,2016
99501,Anchorage Municipali,2020
99502,Anchorage Municipali,2020
99503,Anchorage Municipali,2020
99504,Anchorage Municipali,2020
99505,Anchorage Municipali,2020
99506,Anchorage Municipali,2020
99507,Anchorage Municipali,2020
99508,Anchorage Municipali,2020
99513,Anchorage Municipali,2020
99515,Anchorage Municipali,2020
99516,Anchorage Municipali,2020
99517,Anchorage Municipali,2020
99518,Anchorage Municipali,2020
99529,Anchorage Municipali,2020
99530,Anchorage Municipali,2020
99540,Anchorage Municipali,2020
99567,Anchorage Municipali,2020
99577,Anchorage Municipali,2020
99587,Anchorage Municipali,2020
99599,Anchorage Municipali,2020
99545,Bethel Census Are,2050
99551,Bethel Census Are,2050
99552,Bethel Census Are,2050
99557,Bethel Census Are,2050
99559,Bethel Census Are,2050
99561,Bethel Census Are,2050
99575,Bethel Census Are,2050
99578,Bethel Census Are,2050
99589,Bethel Census Are,2050
99607,Bethel Census Are,2050
99609,Bethel Census Are,2050
99614,Bethel Census Are,2050
99621,Bethel Census Are,2050
99622,Bethel Census Are,2050
99626,Bethel Census Are,2050
99630,Bethel Census Are,2050
99634,Bethel Census Are,2050
99637,Bethel Census Are,2050
99641,Bethel Census Are,2050
99651,Bethel Census Are,2050
99655,Bethel Census Are,2050
99656,Bethel Census Are,2050
99668,Bethel Census Are,2050
99679,Bethel Census Are,2050
99680,Bethel Census Are,2050
99681,Bethel Census Are,2050
99690,Bethel Census Are,2050
99613,Bristol Bay Borough,2060
99633,Bristol Bay Borough,2060
99670,Bristol Bay Borough,2060
99729,Denali Borough,2068
99743,Denali Borough,2068
99744,Denali Borough,2068
99755,Denali Borough,2068
99555,Dillingham Census Are,2070
99569,Dillingham Census Are,2070
99576,Dillingham Census Are,2070
99580,Dillingham Census Are,2070
99628,Dillingham Census Are,2070
99636,Dillingham Census Are,2070
99678,Dillingham Census Are,2070
99701,Fairbanks North Star Borough,2090
99702,Fairbanks North Star Borough,2090
99703,Fairbanks North Star Borough,2090
99705,Fairbanks North Star Borough,2090
99709,Fairbanks North Star Borough,2090
99712,Fairbanks North Star Borough,2090
99714,Fairbanks North Star Borough,2090
99725,Fairbanks North Star Borough,2090
99775,Fairbanks North Star Borough,2090
99790,Fairbanks North Star Borough,2090
99827,Haines Borough,2100
99801,Juneau City and Borough,2110
99811,Juneau City and Borough,2110
99824,Juneau City and Borough,2110
99556,Kenai Peninsula Borough,2122
99568,Kenai Peninsula Borough,2122
99572,Kenai Peninsula Borough,2122
99603,Kenai Peninsula Borough,2122
99605,Kenai Peninsula Borough,2122
99610,Kenai Peninsula Borough,2122
99611,Kenai Peninsula Borough,2122
99631,Kenai Peninsula Borough,2122
99635,Kenai Peninsula Borough,2122
99639,Kenai Peninsula Borough,2122
99663,Kenai Peninsula Borough,2122
99664,Kenai Peninsula Borough,2122
99669,Kenai Peninsula Borough,2122
99672,Kenai Peninsula Borough,2122
99682,Kenai Peninsula Borough,2122
99901,Ketchikan Gateway Borough,2130
